,precip,solar,air,vapor,tem_output
1363,0,138.7,-19.4,0.8,0.114
1364,0.8,58.8,-18.2,1,0.114
1365,0.3,105.9,-14.1,1.3,0.114
1366,0,153,-16.8,1.1,0.114
1367,0,153,-17.3,1.3,0.113
1368,0,155.2,-16.8,1.3,0.113
1369,0,157.5,-16.8,1.3,0.113
1370,0,162.7,-18.7,1.1,0.113
1371,4.5,90.9,-12.1,2,0.112
1372,3.2,85.3,-5.6,3.3,0.112
1373,0.8,84,-8.6,2.7,0.112
1374,1.1,90.6,-19,1.1,0.112
1375,0.3,176.7,-27,0.4,0.112
1376,0.3,143.8,-23.8,0.6,0.111
1377,0,184.5,-27.8,0.4,0.111
1378,1.7,87.9,-18.9,1,0.111
1379,5,41.8,-6.4,2.9,0.111
1380,0.7,142.3,-7,2.5,0.111
1381,0.3,155.4,-9.8,2.2,0.11
1382,2.3,60.1,-4.5,4.3,0.11
1383,2.7,123.4,-0.6,5.1,0.116
1384,0.2,193.7,-16.5,1.1,0.113
1385,0,203.1,-18.3,1.1,0.112
1386,2.3,92.2,-11.5,1.7,0.111
1387,2,142.9,-11.4,1.6,0.111
1388,2.1,115.4,-11.7,2.3,0.111
1389,3.1,200,-15.1,1.2,0.11
1390,0.3,66.7,-9.3,1.3,0.11
1391,7.8,13.2,0.8,5.9,0.14
1392,0.3,192.3,-7.6,2.4,0.121
1393,0.4,160.2,-6.3,3.3,0.119
1394,0.3,180.4,1.5,5.3,0.13
1395,6.5,63.2,2.5,6.7,0.154
1396,0.8,66.8,0.9,5.6,0.143
1397,0.2,235.2,-8.2,1.6,0.134
1398,0,236,-5.2,2.8,0.13
1399,1.8,223.3,-4.2,3.2,0.126
1400,0,233.2,-6.4,2.4,0.123
1401,0,233.2,-0.7,3.7,0.119
1402,7.8,25,1,5.6,0.147
1403,6.1,37.5,1,6.4,0.152
1404,3.5,103.9,0.2,5.3,0.148
1405,8.1,72,-1.7,4.8,0.14
1406,4,97.5,-0.9,5.2,0.145
1407,2.6,120.9,-4.1,4,0.137
1408,2.6,194.3,-1.5,3.9,0.133
1409,1.3,197.3,-2.6,3.8,0.129
1410,0.4,250,-5.4,2.9,0.127
1411,0,279.1,-7.3,2.8,0.126
1412,0,197.6,-2.5,3.1,0.122
1413,4.2,98.3,0.8,5.4,0.138
1414,0,245.5,0.7,4.6,0.133
1415,0.2,126.3,0.6,5.6,0.133
1416,0.4,169.5,1.8,4.7,0.14
1417,0.3,174.5,2.5,4.3,0.146
1418,0,282.1,2.6,4.5,0.152
1419,0,292.6,4.4,4.5,0.164
1420,0,292.6,5,4.9,0.174
1421,0,269.7,5.4,5.3,0.184
1422,1.2,121,10.3,7.1,0.208
1423,7.5,191.5,7.1,9.2,0.217
1424,1.2,285.9,-1.1,3,0.183
1425,0,312.7,-0.3,2.7,0.169
1426,0,300.8,2.1,3.7,0.171
1427,0,234.8,5.6,5.5,0.184
1428,0,309.7,7.6,7.2,0.197
1429,0,242.9,7.4,6.9,0.201
1430,9.5,21.7,3.3,7.5,0.202
1431,0.4,269.5,1.1,4.7,0.182
1432,0,308.9,2.9,4.1,0.18
1433,0,294.2,3,4.1,0.178
1434,0,321,2.5,4.1,0.171
1435,0,331.1,1.4,3.3,0.158
1436,0,321.2,5.1,4.1,0.149
1437,0,297.6,13.9,4.3,0.137
1438,0.8,201,14.7,9,0.137
1439,0,305.7,14.4,8.1,0.128
1440,0,295.2,16.2,10.1,0.123
1441,1.3,304.4,5,4.9,0.123
1442,0,343.3,1,2.7,0.118
1443,0,305.6,3.4,3.6,0.114
1444,0,311.9,10.6,5.7,0.108
1445,4.1,241.5,7.7,6.2,0.12
1446,0,344.1,5.1,2.8,0.107
1447,0,346.2,7.7,3.9,0.101
1448,0,345,11.9,5.2,0.092
1449,0.5,185.6,4.3,5.9,0.096
1450,4.8,161.8,3.5,4,0.112
1451,0,353.5,5.7,3.7,0.098
1452,0,277.6,8.6,4.8,0.09
1453,2.3,290.1,17,9.9,0.09
1454,0,291.8,23.9,12,0.07
1455,0.3,299,22.1,10.2,0.045
1456,0,353,7.9,4.1,0.027
1457,1,277.2,10.9,6.8,0.014
1458,5.6,67.3,10.3,11.7,0.048
1459,0,312.4,13.8,7.9,0.03
1460,1.3,207.6,13.6,11.1,0.024
1461,0.4,178.5,13.7,12.4,0.016
1462,0.1,351.7,15.4,8.2,0.012
1463,0,345.4,13.5,6.6,0.012
1464,1.9,248.6,14.9,10.9,0.014
1465,15.1,54.8,13.3,14.5,0.115
1466,10.3,34,5.6,9,0.142
1467,13.5,126.9,4.7,6.4,0.152
1468,0.5,357,11.5,8,0.121
1469,3.7,287.5,18.4,17.2,0.127
1470,7.9,347.9,15,11.3,0.137
1471,0,359.8,18.9,13.9,0.119
1472,0,355.2,21.6,13.9,0.108
1473,0,299.1,22.4,13.2,0.097
1474,0,305.9,22.5,15.7,0.089
1475,0,281.6,22.6,14.1,0.076
1476,0.8,281.7,24.1,18.6,0.066
1477,2.2,297.2,22,20.4,0.072
1478,2,363.4,14.3,7.3,0.067
1479,0,350.2,18.6,9.5,0.045
1480,6.2,202.5,19.4,16.7,0.077
1481,6.2,214.2,14.8,11.8,0.102
1482,0,291.7,14.9,8.2,0.08
1483,0.1,225.4,12.6,7.3,0.066
1484,0,282.3,12.1,6.9,0.051
1485,0,364.9,14.9,7.8,0.031
1486,5.2,262.4,17,14.6,0.054
1487,3.7,286.8,17.5,12.6,0.063
1488,9.9,105.6,12.7,11.7,0.114
1489,0.9,243.8,10.1,8.1,0.091
1490,2,212.5,11.4,7.7,0.084
1491,0.5,153.9,8.5,8.3,0.078
1492,3.7,209.1,10.5,9.7,0.09
1493,2.1,248.8,12.7,9.6,0.085
1494,0,291.6,16.4,11.2,0.07
1495,1.3,80.4,14.5,13.1,0.07
1496,8.4,103.3,14.3,15.6,0.114
1497,0.9,262.3,13.6,10.5,0.091
1498,4.5,188.4,11.7,10.4,0.101
1499,0.3,353.8,13.9,11.9,0.086
1500,10.8,76.7,15.1,13.9,0.13
1501,0.4,293.5,15.6,11.6,0.098
1502,18.2,119.9,17.4,18.1,0.17
1503,0.8,234.4,15.3,11.1,0.116
1504,2.4,211,14.2,11.2,0.114
1505,2.1,231.2,14.1,11.7,0.113
1506,16.5,113.8,12.4,14.2,0.159
1507,7.4,218.4,12.7,14,0.15
1508,8.2,201.7,13.7,13.3,0.158
1509,7,264.9,14.5,11.6,0.161
1510,0,325.5,14.9,9.1,0.149
1511,0,259.9,15.7,9.7,0.142
1512,0,321.2,16,10.2,0.134
1513,0,326.6,18.9,11.1,0.126
1514,0,323.6,21.7,12.8,0.116
1515,2.2,228,20.7,17.9,0.119
1516,0,316.3,24.1,17.4,0.106
1517,0,317.9,24.2,15.2,0.094
1518,0.1,267.3,20.5,16.1,0.09
1519,0.1,286.2,17.7,12.2,0.082
1520,0,323,16.8,11.1,0.072
1521,2.7,230.1,17.4,15.2,0.082
1522,0.2,319.9,15.7,11.9,0.073
1523,0.5,187.4,18.4,15.1,0.066
1524,5.2,172.9,21.7,21,0.091
1525,8,242.9,16.8,18.3,0.122
1526,1.9,160.1,13.7,12,0.103
1527,0,305.5,15.2,10.1,0.085
1528,3.2,168.8,15.6,14,0.094
1529,0.1,281.9,13.9,10.1,0.081
1530,25,79.9,12.2,11.7,0.204
1531,0,300.6,15.3,11.5,0.124
1532,0.3,201.1,16.4,15.3,0.113
1533,0.5,247.2,16.2,12.9,0.106
1534,3.2,126.4,15.5,14.2,0.114
1535,3.2,48.3,10.6,11.2,0.118
1536,1.9,110.3,11.2,11.2,0.114
1537,8.2,152.8,12.3,12,0.134
1538,12.6,69,10.7,9.5,0.151
1539,5.5,166.4,10.2,10.2,0.146
1540,1,148.4,8.1,7.9,0.138
1541,0.4,182.8,9.3,8,0.133
1542,0,254.4,9.5,8.3,0.129
1543,0,275.5,11.4,9.6,0.124
1544,0.5,246.6,14.9,10.9,0.118
1545,1.7,103.2,16.5,15.5,0.12
1546,13.9,55.6,16.8,19,0.155
1547,1,105.7,15.3,15.9,0.137
1548,5.7,252.1,13.2,10.9,0.144
1549,0,259,14.3,9.7,0.132
1550,0.7,173.1,18,13.7,0.127
1551,5,101.3,15.2,14,0.137
1552,0,255.9,11.7,9.4,0.126
1553,5.2,101.4,10.4,10.5,0.137
1554,0,232.6,9.3,8.4,0.126
1555,0,205.9,15.9,11.8,0.119
1556,1.7,96.4,12.3,10.6,0.12
1557,0,238.8,8.7,7.1,0.112
1558,0,231.3,8.7,7.3,0.107
1559,4.9,84.8,18.3,15.8,0.119
1560,20.4,80.9,18.9,21.2,0.168
1561,5.3,115.5,8.9,8.9,0.15
1562,0,148.7,9,8.5,0.141
1563,2.2,128.7,8.3,9.3,0.142
1564,7.7,52.4,7.9,9.5,0.154
1565,8.6,101.5,6.3,8.4,0.162
1566,0.1,195.2,4.9,5.1,0.15
1567,7.9,142.2,12.1,12.9,0.162
1568,8.1,121.5,5.6,6.8,0.168
1569,0,197.3,6.9,6.5,0.156
1570,0.2,203,11.7,8.9,0.148
1571,0,156.4,13.4,9.9,0.14
1572,1.7,150.7,17.8,13.6,0.135
1573,0.7,139.5,11.4,10.6,0.129
1574,0.1,156.9,12.7,11.1,0.124
1575,6.6,75,15.4,12.2,0.136
1576,0,182.4,9.2,5.5,0.121
1577,0.6,149.5,7.6,6.8,0.117
1578,9.2,80.8,17,18.4,0.143
1579,11.2,46.6,8.9,10.4,0.155
1580,0.2,106.9,8.7,9.1,0.139
1581,0.3,134.5,8.8,10,0.135
1582,0.8,161.5,3.8,5.9,0.131
1583,0,163.5,8.9,7.7,0.126
1584,4,76.5,13.7,12.8,0.134
1585,1.5,145.4,14.6,13.3,0.129
1586,3.5,83.3,14.1,14.5,0.135
1587,0,163.5,11.3,8,0.124
1588,0.1,155.4,11.9,8.1,0.119
1589,0.3,55.3,5,5,0.117
1590,0.6,120.1,2.7,5,0.116
1591,9.8,25.4,4.7,8.4,0.145
1592,0.1,108,5,7.5,0.129
1593,1.5,30.5,7,9,0.129
1594,15.9,5.3,6.2,9.4,0.163
1595,37.4,2.6,5.8,9.2,0.208
1596,14.6,31.9,2.1,6.9,0.205
1597,0.6,57.9,2.7,6.7,0.18
1598,0.8,53.9,4.1,6.9,0.176
1599,0.2,86.9,1.5,5.6,0.169
1600,0,134.8,1.1,6.1,0.167
1601,0.1,79.2,4.2,8.2,0.166
1602,23,32.3,12.6,14.6,0.198
1603,10.3,22.6,10,11.8,0.189
1604,1.9,116.5,9.9,10,0.175
1605,0.7,98.8,13.4,13.3,0.17
1606,10.6,23,4.8,8.4,0.183
1607,2.1,53,1.6,6.7,0.174
1608,0.5,78.1,1.6,5.5,0.17
1609,0,115,4.1,6.9,0.166
1610,8.1,10.5,5.4,8.9,0.185
1611,4,49.8,-1.6,4.5,0.171
1612,3.6,37.3,-1.4,4.8,0.167
1613,0.8,91.3,-1.4,4.6,0.163
1614,0.2,60,5.9,7.6,0.176
1615,5.4,57.4,0.3,5.4,0.174
1616,0.1,101.8,-1.4,3.5,0.164
1617,0,84.8,0.7,4.7,0.16
1618,0.2,83.8,-0.8,5,0.156
1619,1.1,60.3,-1.3,4.5,0.151
1620,8.4,7.3,0.1,5.7,0.164
1621,2.2,16.3,-1.3,5.3,0.154
1622,1,70.3,-4.3,3.2,0.148
1623,0,63.6,-4.7,2.8,0.143
1624,0.1,65.2,-4.2,3,0.139
1625,0.1,60.3,-4.2,3.2,0.136
1626,3.9,44.6,-1.4,4.9,0.135
1627,4.1,33.6,0.9,5.9,0.148
1628,2.8,30,4.5,6,0.167
1629,0.7,31,-0.3,5.8,0.152
1630,1.6,36.9,-3.3,4.1,0.147
1631,4.6,17.6,-3.9,3.6,0.144
1632,0.3,69.9,-6.5,2.6,0.14
1633,0,75.3,-4.4,2.7,0.136
1634,9.7,8.6,-0.9,5.3,0.157
1635,2.2,13.3,-6.1,3.5,0.145
1636,0.4,32.2,-10.6,2.2,0.142
1637,0.1,68.2,-13.6,1.8,0.14
1638,0.4,56.3,-12.7,2.1,0.139
1639,4.8,30.2,-3.2,4.1,0.137
1640,5.7,24.1,-3.9,4.3,0.136
1641,3,23.9,-11.3,2.2,0.135
1642,0.1,54.7,-14.6,1.7,0.134
1643,5.9,13.6,-6.7,3.1,0.133
1644,0.6,52.2,-13.7,1.7,0.133
1645,0.2,54.5,-18.5,1.1,0.132
1646,0,30.7,-17.9,1.2,0.132
1647,8.9,9.1,-9.1,2.5,0.131
1648,3.4,13.3,-5.6,3.6,0.131
1649,1.2,41.9,-13.5,1.8,0.131
1650,0.4,41.6,-16,1.4,0.13
1651,1.5,9.7,-8.7,2.6,0.13
1652,2.7,48.4,-14.3,1.7,0.13
1653,0.1,47.5,-19.4,1.1,0.129
1654,0.1,39.7,-13.1,1.9,0.129
1655,2.1,18.3,-9.5,2.7,0.129
1656,2.1,36.4,-14.1,1.6,0.129
1657,0.6,41.1,-19.4,1,0.129
1658,3.1,10.3,-17.3,1.2,0.129
1659,0.1,56.8,-21.7,0.9,0.128
1660,1.8,16.6,-18.9,1,0.128
1661,2.1,46.9,-16.8,1.2,0.128
1662,0.1,52.7,-20.9,0.9,0.128
1663,0,47.8,-21.8,0.8,0.128
1664,0,57.6,-19.6,1,0.128
1665,0,50,-12.5,2.2,0.127
1666,0.4,26.2,-4,4,0.127
1667,14.1,10.5,1.5,6.4,0.167
1668,12.1,8.8,-4.4,3.8,0.147
1669,0.5,49.2,-9.6,1.8,0.144
1670,1,40,-8.6,2.8,0.141
1671,1.9,13.9,-8.8,2.6,0.139
1672,1.7,43.2,-10,2.5,0.138
1673,7.9,6.3,-6.9,3.1,0.136
1674,0.5,51.8,-16.6,1.3,0.135
1675,0.5,26.2,-13.8,1.8,0.134
1676,0.2,56.2,-19.1,1.1,0.133
1677,0.1,50.2,-23.5,0.7,0.133
1678,0.1,61.6,-22.6,0.6,0.132
1679,2.8,33.9,-5.7,3.1,0.131
1680,0.8,22.2,-5,3.6,0.13
1681,0.8,25.8,0.6,5.7,0.134
1682,1.2,12.3,2.5,7,0.149
1683,2.1,10.1,1,6.4,0.149
1684,18.4,1.9,2.9,7.4,0.189
1685,6.6,37.1,-8.5,2.6,0.167
1686,5.3,9.2,-7.9,2.9,0.159
1687,4.2,25.1,-7.2,3.3,0.154
1688,0.1,62.1,-16.8,1.3,0.15
1689,0,31.2,-14.9,1.4,0.146
1690,0,61.8,-17,1.4,0.144
1691,0,70.6,-19,1.1,0.142
1692,0.9,17.9,-7.5,2.6,0.14
1693,6,13.7,-8.3,2.6,0.138
1694,0.2,67.5,-22.3,0.8,0.137
1695,0,77.2,-30.6,0.4,0.136
1696,0,80.3,-26.2,0.5,0.135
1697,0.5,49,-18.8,1.1,0.134
1698,1,45.9,-20.3,1.1,0.133
1699,0.1,79.1,-24.9,0.6,0.132
1700,0.7,45,-18.9,1,0.132
1701,0.3,74.3,-17.1,1.2,0.131
1702,0,62.8,-13.9,1.7,0.13
1703,0.1,74.4,-8.2,2.8,0.13
1704,3.2,9,-4.1,3.5,0.128
1705,10.5,5.3,-3.6,3.8,0.126
1706,0.6,90.4,-18.3,0.9,0.127
1707,1,49.1,-16.4,1.4,0.126
1708,6.5,62.2,-12.8,1.9,0.126
1709,0.6,42,-13.3,1.9,0.126
1710,0.1,77,-11.8,2.2,0.125
1711,2.3,19.6,-9.4,2.6,0.125
1712,0.3,101.3,-17.1,1.3,0.125
1713,0,109.9,-21.9,0.9,0.124
1714,0,102.3,-14.6,1.6,0.124
1715,0,81.8,-12.3,2.1,0.123
1716,2.5,19.7,-6.8,3.2,0.123
1717,2.1,50.7,-12.3,1.8,0.123
1718,0.1,117.4,-20.8,0.9,0.122
1719,2.9,40.8,-14.3,1.6,0.122
1720,0.1,84.9,-17.4,1.2,0.122
1721,0.7,122.2,-21.5,0.8,0.121
1722,0,128.6,-22.4,0.8,0.121
1723,4.6,32.3,-8.7,2.6,0.121
1724,13.6,15.5,0.6,5.8,0.158
1725,0.5,95.6,-16.1,1.3,0.139
1726,0.4,116.2,-20.4,0.9,0.136
1727,0,140.7,-20.8,0.8,0.133
1728,0,130.6,-15,1.6,0.131
1729,0,123,-11.2,2,0.13
1730,0.2,105.4,-7.4,2.9,0.129
1731,0.5,108.4,-10.1,2.3,0.128
1732,0,152.4,-20.9,0.9,0.127
1733,0,159.2,-23.9,0.6,0.126
1734,0,162.5,-25.7,0.6,0.125
1735,0,159.2,-22.3,0.8,0.124
1736,1.1,61.8,-14.9,1.5,0.123
1737,0,167,-14.3,1.5,0.123
1738,10,11,-3.3,4.2,0.122
1739,0.6,171.8,-16.8,1.2,0.122
1740,6.2,44.6,-18.3,1,0.121
1741,0.4,94.8,-11.4,2,0.121
1742,1.7,123,-9,2.5,0.12
1743,0.1,185.3,-17,0.9,0.12
1744,3.1,160.7,-16.1,1.1,0.119
1745,0,191,-16.7,1.1,0.119
1746,1.3,119.1,-6.1,3.1,0.119
1747,2,191.8,-14.9,1.4,0.118
1748,0,196.5,-19.1,1,0.118
1749,0.2,110.4,-10.8,1.8,0.118
1750,4,64.4,-5.4,3.7,0.117
1751,0.5,148.3,-9.4,2.2,0.117
1752,0,206.8,-13.3,1.8,0.117
1753,0,157.4,-5.9,2.3,0.116
1754,5.5,33.4,-2.6,4.4,0.115
1755,2.2,88.8,-5.2,3.7,0.114
1756,3.1,115.9,-15.2,1.3,0.114
1757,3.5,102.5,-15.3,1.2,0.114
1758,0.3,226.5,-20.1,0.8,0.114
1759,0,229.8,-19.9,0.9,0.114
1760,0.2,185.1,-6.9,2.3,0.114
1761,3,180.8,-6.6,2.9,0.113
1762,0.1,215.9,-12.1,1.9,0.113
1763,0.3,206.3,-14,1.5,0.113
1764,0,241.8,-12.5,1.7,0.113
1765,0,239.5,-8.8,2.1,0.113
1766,2,94,-1.6,4.5,0.11
1767,19.5,11.5,-0.9,5.3,0.166
1768,2.5,241.1,-9.6,1.8,0.136
1769,1.5,203.2,-3.5,3.6,0.131
1770,0.3,218.8,0.5,4.6,0.132
1771,0,240.2,-0.6,3.6,0.125
1772,0,253.2,4.2,4.8,0.151
1773,0,246.2,3.7,5.3,0.157
1774,5.2,83.3,2.9,5.7,0.169
1775,1.9,191.8,3.7,7.2,0.176
1776,3.5,76.1,-0.1,5.3,0.167
1777,0.2,223.8,-1.4,3.8,0.156
1778,0.3,170,-2.1,3.5,0.149
1779,1.6,125.6,-1.1,4.2,0.144
1780,0.1,258.7,-2.1,3.4,0.139
1781,0,253.8,1.9,2.8,0.147
1782,0,271.3,7.4,4.6,0.175
1783,0,214.5,9,6.7,0.195
1784,2.5,63.1,0.9,5.4,0.181
1785,2.7,53,1.8,6.3,0.179
1786,0.4,162.5,3.7,7.1,0.182
1787,0.4,261.3,6.2,7.2,0.192
1788,8.4,205.5,8.5,10.5,0.213
1789,5.5,143.7,7.3,9.8,0.212
1790,0.1,300.6,5.2,5.1,0.199
1791,0,265.3,4.8,5.2,0.194
1792,0.8,138,8.7,6.4,0.203
1793,2.6,282.8,9.8,7.4,0.211
1794,10.8,124.4,3.9,6.6,0.208
1795,7.2,48,-2.2,4.5,0.18
1796,5.6,192.3,-4.5,2.8,0.168
1797,0.1,288.7,-0.7,3.4,0.158
1798,0,327.7,3.4,3.5,0.169
1799,0.5,171.3,6.3,6.4,0.184
1800,14.4,30.3,4.9,8.6,0.207
1801,1.5,272,5,6.9,0.2
1802,4.3,208,5.5,6.2,0.201
1803,0.4,272.4,6.3,5.2,0.198
1804,12.4,127,5.1,7.2,0.208
1805,0,327.2,4,4.1,0.193
1806,0,275.2,7.2,5.3,0.188
1807,0.2,227.4,9.4,6.9,0.168
1808,0,300.2,10.4,6.2,0.157
1809,0.1,233.3,11.4,8.4,0.149
1810,0,269.4,15.9,8.2,0.139
1811,7,198.7,6.4,6.5,0.152
1812,0,288.2,9,5.6,0.138
1813,0.5,257.7,11.3,6.8,0.132
1814,4.9,200,8.8,8.4,0.142
1815,0.2,171.9,5.3,6.9,0.134
1816,0.3,225.4,4.4,5.6,0.13
1817,1,232.2,7.2,6.7,0.127
1818,1.7,247.9,9.2,7.8,0.126
1819,1,223.5,10.6,6.9,0.12
1820,0,347.5,11,5.9,0.113
1821,0.1,266.3,13.8,7,0.106
1822,4.3,72.8,4.9,8.1,0.125
1823,4.1,268.8,2.7,5.5,0.128
1824,2.8,193.1,4.8,7.2,0.127
1825,3.5,236.5,3.6,5.6,0.129
1826,0,354,7.8,6.5,0.119
1827,0.9,200.2,11.9,9.3,0.116
1828,2.1,201.1,12,9.7,0.117
1829,6.1,228.7,11.3,11.4,0.132
1830,0.2,304.3,8.3,5.9,0.116
1831,0,364.1,10.7,6.1,0.108
1832,0,320.3,14.7,8.4,0.101
1833,1.6,170.1,17.1,15.9,0.107
1834,11.1,242.9,20.3,15.8,0.136
1835,1,332.6,19.2,13.9,0.113
1836,2,250.8,12.5,11.6,0.116
1837,15.4,166.3,16.1,17.4,0.156
1838,6.3,198.9,11.1,8.7,0.144
1839,0,369.9,10.8,7.2,0.129
1840,0.6,237.8,15.8,8.9,0.12
1841,10,68.7,16,17,0.147
1842,10.5,254.4,17.3,17.7,0.155
1845,10.5,131.3,12.5,14.3,0.175
1846,3.1,229.2,13.9,13.1,0.164
1847,4.8,210.1,13.9,13.5,0.163
1848,4.9,237.2,15.3,14.7,0.161
1849,9.4,215.4,15.7,16.5,0.169
1850,9,158.4,14.3,15.9,0.173
1851,1.4,297.5,14,10.9,0.158
1852,5.6,103.3,15.4,14.4,0.161
1853,5.3,220.2,15.9,15.1,0.161
1854,4.7,279.2,16,15.1,0.159
1855,1.3,226.3,17.3,15.5,0.15
1856,19,103.4,15.6,17.3,0.181
1857,24.8,151.1,13.8,15,0.202
1858,0.2,335.7,17.2,10.2,0.173
1859,4.3,229.8,19.3,14,0.166
1860,8,244.7,12.4,9.2,0.169
1861,7.3,222.7,14.2,9.7,0.167
1862,0.7,200.7,17.8,12.9,0.153
1863,0.7,338.1,21.6,13.7,0.142
1864,0,165.2,19.7,13.2,0.135
1865,32.8,12,14.4,15.8,0.195
1866,4.6,262.9,16.3,16.4,0.176
1867,4.5,158.9,13.2,12.2,0.17
1868,0,313.6,14.6,9.4,0.155
1869,0,288.5,18.5,11.6,0.145
1870,14.4,181.3,19.2,16.8,0.169
1871,3.6,210.3,15.2,14.5,0.159
1872,1.9,160,15.6,13.5,0.152
1873,14.4,234.4,16.2,15.2,0.173
1874,0.5,282.2,16.3,12.4,0.154
1875,0,305.1,17.9,12.7,0.144
1876,2.4,264,17.6,14.9,0.144
1877,0.4,300,17.7,12.6,0.135
1878,0,297.8,17.9,10.9,0.127
1879,3.7,245.1,17.1,14.3,0.134
1880,14.5,64.7,15.8,17.6,0.163
1881,11.2,21.3,15.6,17.6,0.169
1882,12.7,105.9,16,17.7,0.178
1883,12.7,121,16.4,18.2,0.184
1884,8.4,118.2,15.6,17.4,0.181
1885,10.2,108.9,14.9,16.4,0.182
1886,1.2,150.6,15,13.5,0.166
1887,0.4,235,17.3,15,0.156
1888,4.4,130.5,16.6,16.4,0.158
1889,9.2,112.4,16,17.7,0.168
1890,12.5,126,16.2,18.2,0.178
1891,2.4,168.6,16.6,16.1,0.165
1892,0.3,174.4,16.6,15.2,0.155
1893,1.1,208.8,17.3,16,0.149
1894,1,158.7,16.6,13.5,0.143
1895,0,246.9,16.3,13,0.137
1896,2.6,206.5,14.6,13.6,0.14
1897,8.7,129.9,13.9,15.6,0.155
1898,1.2,188.6,15.4,15.2,0.144
1899,2.1,193.8,15.2,13.3,0.142
1900,2.3,203.9,14.1,13.6,0.141
1901,4.9,206.7,13.4,13.9,0.147
1902,7.7,156.4,12.9,14.6,0.156
1903,1.1,212.4,16.2,15.3,0.144
1904,1.6,201,15.3,14.9,0.142
1905,1.9,228.1,11.7,9.3,0.138
1906,23.5,25.5,13.4,15.1,0.182
1907,0.5,157.4,11,8.1,0.157
1908,0,178,12.9,10.7,0.149
1909,0,270.4,17.6,14.8,0.142
1910,0,226.9,19.7,14.6,0.134
1911,0.1,239.7,22.8,17.3,0.127
1912,4.7,163.1,17.6,15.9,0.137
1913,0.5,80.7,9.9,8.9,0.129
1914,0,248.2,11.4,9.3,0.124
1915,0,257.3,15.1,11.7,0.12
1916,0,226.4,17.7,13.3,0.115
1917,1.9,81.3,16.6,16.4,0.12
1918,6.9,158.3,14.7,14.9,0.137
1919,0.3,216.2,13.9,12.3,0.123
1920,0,235.9,16.9,14.6,0.118
1921,0,242.5,19,15.2,0.113
1922,0,238.7,18.9,15.1,0.109
1923,3.3,172.6,10,8.7,0.118
1924,21.8,10.8,11.6,12.7,0.17
1925,1.6,108.5,10.6,10.4,0.143
1926,0.1,131.2,11.6,9.4,0.135
1927,6.2,161.1,11.1,11.3,0.146
1928,2.8,75.5,8,9,0.141
1929,0,212.7,7.3,6.8,0.132
1930,0,173.1,12,8.1,0.125
1931,5.8,37.8,10.4,12.2,0.141
1932,0.1,120.8,13.5,12.1,0.129
1933,14.7,13.6,11.7,13.1,0.162
1934,9.1,169.4,6.9,7,0.161
1935,0,190.3,7.3,6.6,0.146
1936,7,94.9,7.3,8.1,0.155
1937,0.1,185.1,1.9,4.1,0.143
1938,0.3,169.7,8.6,6.7,0.136
